,index,total,discharge_count,expire_count,discharge_pp,expired_pp
4039,left eye blindness,1,1.0,0.0,1.0,0.0
4040,upper abd pain/chest pain,1,1.0,0.0,1.0,0.0
4041,spinal mass,1,1.0,0.0,1.0,0.0
4042,head and chest congestion,1,1.0,0.0,1.0,0.0
4043,episodic hypotention,1,1.0,0.0,1.0,0.0
4044,fever /chills,1,1.0,0.0,1.0,0.0
4045,pna and cellulitis,1,1.0,0.0,1.0,0.0
4046,needs tpn,1,1.0,0.0,1.0,0.0
4047,left knee abscess,1,1.0,0.0,1.0,0.0
4048,ha s/p surg,1,1.0,0.0,1.0,0.0
4049,"etoh,fall",1,1.0,0.0,1.0,0.0
4050,general malaise weakness,1,1.0,0.0,1.0,0.0
4051,r  toe gangrene,1,1.0,0.0,1.0,0.0
4052,gout pain ,1,1.0,0.0,1.0,0.0
4053,"""non verbal""",1,1.0,0.0,1.0,0.0
4054,pain iwth inspiration,1,1.0,0.0,1.0,0.0
4055,r ankle and knee swelling,1,1.0,0.0,1.0,0.0
4056,weakn,1,1.0,0.0,1.0,0.0
4057,s/p fall hip fx,1,1.0,0.0,1.0,0.0
4058,chest pain syncope,1,1.0,0.0,1.0,0.0
4059,sdh- transfer,1,1.0,0.0,1.0,0.0
4060,on dialysis,1,1.0,0.0,1.0,0.0
4061,arms and face,1,1.0,0.0,1.0,0.0
4062,mechanical fall unwitnessed,1,1.0,0.0,1.0,0.0
4063,n/v s/p gastric bypass,1,1.0,0.0,1.0,0.0
4064,fall   from  standing,1,1.0,0.0,1.0,0.0
4065,le weakness/s/p fall,1,1.0,0.0,1.0,0.0
4066,found down/unresponsive,1,1.0,0.0,1.0,0.0
4067,congested cough/dyspnea,1,1.0,0.0,1.0,0.0
4068,ekg changes elevated troponin,1,1.0,0.0,1.0,0.0
4069,partial amputation,1,1.0,0.0,1.0,0.0
4070,rt anikle infection,1,1.0,0.0,1.0,0.0
4071,"""cellulitis""",1,1.0,0.0,1.0,0.0
4072,med flight transfer,1,1.0,0.0,1.0,0.0
4073,? delusional,1,1.0,0.0,1.0,0.0
4074,od/arrest,1,1.0,0.0,1.0,0.0
4075,l leg pain/swelling,1,1.0,0.0,1.0,0.0
4076,l breast wound eval,1,1.0,0.0,1.0,0.0
4077,rt hand pain,1,1.0,0.0,1.0,0.0
4078,s/p sledding accident,1,1.0,0.0,1.0,0.0
4079,fall l ankle,1,1.0,0.0,1.0,0.0
4080,numbness bilat feet and hands,1,1.0,0.0,1.0,0.0
4081,fall 25 ft,1,1.0,0.0,1.0,0.0
4082,abnl labs/low hct,1,1.0,0.0,1.0,0.0
4083,?thrombocytopenia,1,1.0,0.0,1.0,0.0
4084,off balance/right  arm swelling,1,1.0,0.0,1.0,0.0
4085,weakness since 9am,1,1.0,0.0,1.0,0.0
4086,hemataemsis,1,1.0,0.0,1.0,0.0
4087,body ache,1,1.0,0.0,1.0,0.0
4088,pain  s/p liver surgery,1,1.0,0.0,1.0,0.0
4089,diarr,1,1.0,0.0,1.0,0.0
4090,bun & creat elevated,1,1.0,0.0,1.0,0.0
4091,elevated glucose,1,1.0,0.0,1.0,0.0
4092,weakness and dark urine,1,1.0,0.0,1.0,0.0
4093,dysrythmia,1,1.0,0.0,1.0,0.0
4094,abdominal pain nvd,1,1.0,0.0,1.0,0.0
4095,hand/feet burning,1,1.0,0.0,1.0,0.0
4096,abd pain s/p intercourse,1,1.0,0.0,1.0,0.0
4097,abnormal posturing,1,1.0,0.0,1.0,0.0
4098,post op  fever,1,1.0,0.0,1.0,0.0
4099,neck pain head pain ,1,1.0,0.0,1.0,0.0
4100,abnormal mri/r/o stroke,1,1.0,0.0,1.0,0.0
4101,acute hepatitis,1,1.0,0.0,1.0,0.0
4102,needs hand surgery eval,1,1.0,0.0,1.0,0.0
4103,episode aphasia,1,1.0,0.0,1.0,0.0
4104,neck pain/blurry vision,1,1.0,0.0,1.0,0.0
4105,forgein body,1,1.0,0.0,1.0,0.0
4106,rectal abscess/fever,1,1.0,0.0,1.0,0.0
4107,left leg graft occulsion,1,1.0,0.0,1.0,0.0
4108,lightheaded/weakness,1,1.0,0.0,1.0,0.0
4109,bilat hands and feet pain and swelling,1,1.0,0.0,1.0,0.0
4110,ped stuck,1,1.0,0.0,1.0,0.0
4111,trach self-dc'd,1,1.0,0.0,1.0,0.0
4112,question infected hematoma,1,1.0,0.0,1.0,0.0
4113,palpitations/ble swelling,1,1.0,0.0,1.0,0.0
4114,brain infarct,1,1.0,0.0,1.0,0.0
4115,fall-standing,1,1.0,0.0,1.0,0.0
4116,?pelvic infection,1,1.0,0.0,1.0,0.0
4117,dusky lips/sob,1,1.0,0.0,1.0,0.0
4118,back pain fever,1,1.0,0.0,1.0,0.0
4119,leg fx,1,1.0,0.0,1.0,0.0
4120,abd vagina pain,1,1.0,0.0,1.0,0.0
4121,acute appendicitis,1,1.0,0.0,1.0,0.0
4122,right sided tingling,1,1.0,0.0,1.0,0.0
4123,tingling right side of face,1,1.0,0.0,1.0,0.0
4124,scull fx,1,1.0,0.0,1.0,0.0
4125,weak /hypotension,1,1.0,0.0,1.0,0.0
4126,lightheaded/doe,1,1.0,0.0,1.0,0.0
4127,roll out stroke,1,1.0,0.0,1.0,0.0
4128,biker vs car,1,1.0,0.0,1.0,0.0
4129,abd  pain /hypotension,1,1.0,0.0,1.0,0.0
4130,n/v hyperglycemic,1,1.0,0.0,1.0,0.0
4131,r le edema,1,1.0,0.0,1.0,0.0
4132,g-tube,1,1.0,0.0,1.0,0.0
4133,lethargy ? od,1,1.0,0.0,1.0,0.0
4134,right hip,1,1.0,0.0,1.0,0.0
4135,ischemic toe pain,1,1.0,0.0,1.0,0.0
4136,fall 8 stairs,1,1.0,0.0,1.0,0.0
4137,left wrist pain/decreased fetal movement,1,1.0,0.0,1.0,0.0
4138,cva-tpa,1,1.0,0.0,1.0,0.0
4139,+iph,1,1.0,0.0,1.0,0.0
4140,"agitation,/___",1,1.0,0.0,1.0,0.0
4141,hypotensinn,1,1.0,0.0,1.0,0.0
4142,hyperglycemia/altered ms,1,1.0,0.0,1.0,0.0
4143,biliary stent blockage,1,1.0,0.0,1.0,0.0
4144,s/p mech. fall,1,1.0,0.0,1.0,0.0
4145,throat lac,1,1.0,0.0,1.0,0.0
4146,right sided facial numbness,1,1.0,0.0,1.0,0.0
4147,weakness and wheezing,1,1.0,0.0,1.0,0.0
4148,ich sah unresponsive,1,1.0,0.0,1.0,0.0
4149,sa/si,1,1.0,0.0,1.0,0.0
4150,"weight loss,guaic +stools",1,1.0,0.0,1.0,0.0
4151,"weak,hypotension",1,1.0,0.0,1.0,0.0
4152,si/eating d/o,1,1.0,0.0,1.0,0.0
4153,tracheal stent eval,1,1.0,0.0,1.0,0.0
4154,left foot pain/numbness,1,1.0,0.0,1.0,0.0
4155,"s/p fall,transfer",1,1.0,0.0,1.0,0.0
4156,transfer weakness,1,1.0,0.0,1.0,0.0
4157,si/ assault,1,1.0,0.0,1.0,0.0
4158,cat  bite  l  arm,1,1.0,0.0,1.0,0.0
4159,s/p chemo ,1,1.0,0.0,1.0,0.0
4160,+ blood clot to calf transfer,1,1.0,0.0,1.0,0.0
4161,elevated trop/transfer,1,1.0,0.0,1.0,0.0
4162,black outs,1,1.0,0.0,1.0,0.0
4163,found  down,1,1.0,0.0,1.0,0.0
4164,___ bloating,1,1.0,0.0,1.0,0.0
4165,necrotic renal mass,1,1.0,0.0,1.0,0.0
4166,best eval,1,1.0,0.0,1.0,0.0
4167,n/v chills,1,1.0,0.0,1.0,0.0
4168,mental  status change,1,1.0,0.0,1.0,0.0
4169,mulitple complaints,1,1.0,0.0,1.0,0.0
4170,bleeding g tube,1,1.0,0.0,1.0,0.0
4171,right index finger abscess,1,1.0,0.0,1.0,0.0
4172,fevers/abnl labs,1,1.0,0.0,1.0,0.0
4173,right carotid stenosis,1,1.0,0.0,1.0,0.0
4174,motocaycle vs tree,1,1.0,0.0,1.0,0.0
4175,l shin infection,1,1.0,0.0,1.0,0.0
4176,sob/dizziness,1,1.0,0.0,1.0,0.0
4177,cramping/pregnant,1,1.0,0.0,1.0,0.0
4178,od/neck slashing,1,1.0,0.0,1.0,0.0
4179,weakness/rash,1,1.0,0.0,1.0,0.0
4180,dysuria ,1,1.0,0.0,1.0,0.0
4181,rt arm pain,1,1.0,0.0,1.0,0.0
4182,follow up,1,1.0,0.0,1.0,0.0
4183,periscrotal cellulitis,1,1.0,0.0,1.0,0.0
4184,diarrhea and abd pain,1,1.0,0.0,1.0,0.0
4185,panic,1,1.0,0.0,1.0,0.0
4186,post op fever 6 days post op,1,1.0,0.0,1.0,0.0
4187,kicked by horse,1,1.0,0.0,1.0,0.0
4188,mandibular fractures,1,1.0,0.0,1.0,0.0
4189,"n/v,abd pain",1,1.0,0.0,1.0,0.0
4190,ovarian cyst left,1,1.0,0.0,1.0,0.0
4191,abd pain/? sbo,1,1.0,0.0,1.0,0.0
4192,confusion/ no appetite,1,1.0,0.0,1.0,0.0
4193,convulsing,1,1.0,0.0,1.0,0.0
4194,unable to eat/ tachy,1,1.0,0.0,1.0,0.0
4195,fall/n/v/d,1,1.0,0.0,1.0,0.0
4196,cva / tpa,1,1.0,0.0,1.0,0.0
4197,adb pressure,1,1.0,0.0,1.0,0.0
4198,h/a and left sided weakness,1,1.0,0.0,1.0,0.0
4199,fecal incontinence.,1,1.0,0.0,1.0,0.0
4200,right lower ext wound eval,1,1.0,0.0,1.0,0.0
4201,visual problem,1,1.0,0.0,1.0,0.0
4202,nose swelling,1,1.0,0.0,1.0,0.0
4203,and redness,1,1.0,0.0,1.0,0.0
4204,back issues,1,1.0,0.0,1.0,0.0
4205,l hip fx s/p fall,1,1.0,0.0,1.0,0.0
4206,fever & malaise,1,1.0,0.0,1.0,0.0
4207,right hand and left knee pain,1,1.0,0.0,1.0,0.0
4208,left 2nd pain/swelling,1,1.0,0.0,1.0,0.0
4209,bilat transverse myelitis,1,1.0,0.0,1.0,0.0
4210,cold,1,1.0,0.0,1.0,0.0
4211,low back,1,1.0,0.0,1.0,0.0
4212,sob/low sats,1,1.0,0.0,1.0,0.0
4213,biliary colic ,1,1.0,0.0,1.0,0.0
4214,nause/vomiting,1,1.0,0.0,1.0,0.0
4215,fall?hip dislocation,1,1.0,0.0,1.0,0.0
4216,"""pancreatitis""",1,1.0,0.0,1.0,0.0
4217,abnromal chest xray,1,1.0,0.0,1.0,0.0
4218,r leg pain/deformity,1,1.0,0.0,1.0,0.0
4219,perforation,1,1.0,0.0,1.0,0.0
4220,s/p assault head injury,1,1.0,0.0,1.0,0.0
4221,s/p seizure/transfer,1,1.0,0.0,1.0,0.0
4222,lethary and confusion,1,1.0,0.0,1.0,0.0
4223,l face pain,1,1.0,0.0,1.0,0.0
4224,blood in stool/sob,1,1.0,0.0,1.0,0.0
4225,intracranial bleeding,1,1.0,0.0,1.0,0.0
4226,abd pain/brady,1,1.0,0.0,1.0,0.0
4227,right leg edema,1,1.0,0.0,1.0,0.0
4228,"hemoptysis,fever",1,1.0,0.0,1.0,0.0
4229,dragged by car,1,1.0,0.0,1.0,0.0
4230,abd pain/?chole,1,1.0,0.0,1.0,0.0
4231,"h/a weak,diarrhea",1,1.0,0.0,1.0,0.0
4232,struck by wave,1,1.0,0.0,1.0,0.0
4233,floaters,1,1.0,0.0,1.0,0.0
4234,throat pain x 1month,1,1.0,0.0,1.0,0.0
4235,toe pain/bleeding,1,1.0,0.0,1.0,0.0
4236,fb in chest,1,1.0,0.0,1.0,0.0
4237,perf. chole,1,1.0,0.0,1.0,0.0
4238,b/l pe,1,1.0,0.0,1.0,0.0
4239,? unstable angina,1,1.0,0.0,1.0,0.0
4240,lung,1,1.0,0.0,1.0,0.0
4241,cellultitis,1,1.0,0.0,1.0,0.0
4242,pregnant/sz,1,1.0,0.0,1.0,0.0
4243,mv tx intubated,1,1.0,0.0,1.0,0.0
4244,weakness le,1,1.0,0.0,1.0,0.0
4245,am,1,1.0,0.0,1.0,0.0
4246,dizzy resolved,1,1.0,0.0,1.0,0.0
4247,ascending weakness,1,1.0,0.0,1.0,0.0
4248,r foot pulseless,1,1.0,0.0,1.0,0.0
4249,lethargy/ s/p ? unresponsive episode,1,1.0,0.0,1.0,0.0
4250,swollen legs/chemo,1,1.0,0.0,1.0,0.0
4251,right arm weakness/ich,1,1.0,0.0,1.0,0.0
4252,post op redness,1,1.0,0.0,1.0,0.0
4253,r hip abscess,1,1.0,0.0,1.0,0.0
4254,abnl labs s/p renal tx,1,1.0,0.0,1.0,0.0
4255,s/p fall left side weak,1,1.0,0.0,1.0,0.0
4256,lethary,1,1.0,0.0,1.0,0.0
4257,cough/tachycardia,1,1.0,0.0,1.0,0.0
4258,fever  back pain,1,1.0,0.0,1.0,0.0
4259,c2fx,1,1.0,0.0,1.0,0.0
4260,lower left  abdominal pain,1,1.0,0.0,1.0,0.0
4261,no pulses/legs,1,1.0,0.0,1.0,0.0
4262,palps +trp,1,1.0,0.0,1.0,0.0
4263,"weakness,sob",1,1.0,0.0,1.0,0.0
4264,cp/r sided weakness,1,1.0,0.0,1.0,0.0
4265,right sided abdominal pain/swelling,1,1.0,0.0,1.0,0.0
4266,neck pain/ataxia,1,1.0,0.0,1.0,0.0
4267,?brain swelling,1,1.0,0.0,1.0,0.0
4268,dark tarry stool,1,1.0,0.0,1.0,0.0
4269,calcanoeus fx,1,1.0,0.0,1.0,0.0
4270,altered metal status,1,1.0,0.0,1.0,0.0
4271,wrakness,1,1.0,0.0,1.0,0.0
4272,percutaneous drain cut,1,1.0,0.0,1.0,0.0
4273,intractable vomiting,1,1.0,0.0,1.0,0.0
4274,memory difficulty,1,1.0,0.0,1.0,0.0
4275,rectal bleeding/trauma,1,1.0,0.0,1.0,0.0
4276,nausea/maliase/weakness,1,1.0,0.0,1.0,0.0
4277,unable to swallow/throat pain,1,1.0,0.0,1.0,0.0
4278,impending delivery,1,1.0,0.0,1.0,0.0
4279,left eye hematoma,1,1.0,0.0,1.0,0.0
4280,"""vertigo""",1,1.0,0.0,1.0,0.0
4281,ngt removal,1,1.0,0.0,1.0,0.0
4282,ili dyspnea,1,1.0,0.0,1.0,0.0
4283,n/v/fatigue,1,1.0,0.0,1.0,0.0
4284,right abd pain s/p renal xplant,1,1.0,0.0,1.0,0.0
4285,altered mental status s/p fall last eve,1,1.0,0.0,1.0,0.0
4286,dark stools/lethargy,1,1.0,0.0,1.0,0.0
4287,dyspnea/med reaction,1,1.0,0.0,1.0,0.0
4288,c1-c2 fx,1,1.0,0.0,1.0,0.0
4289,fever/htn,1,1.0,0.0,1.0,0.0
4290,head injury/skull fx,1,1.0,0.0,1.0,0.0
4291,tga,1,1.0,0.0,1.0,0.0
4292,bil  leg  pain,1,1.0,0.0,1.0,0.0
4293,fluid depletion,1,1.0,0.0,1.0,0.0
4294,numbness tingling to fingers and toes,1,1.0,0.0,1.0,0.0
4295,? bilary tube leak,1,1.0,0.0,1.0,0.0
4296,nonverbal,1,1.0,0.0,1.0,0.0
4297,ped struck tib/fib fx,1,1.0,0.0,1.0,0.0
4298,lumbar abscess,1,1.0,0.0,1.0,0.0
4299,rt.leg  pain s/p fall,1,1.0,0.0,1.0,0.0
4300,low temps,1,1.0,0.0,1.0,0.0
4301,abdomianl pain,1,1.0,0.0,1.0,0.0
4302,abd pain/? cholangitis,1,1.0,0.0,1.0,0.0
4303,ng tube,1,1.0,0.0,1.0,0.0
4304,pe/preg,1,1.0,0.0,1.0,0.0
4305,+cholecystitis,1,1.0,0.0,1.0,0.0
4306,post bld cultures,1,1.0,0.0,1.0,0.0
4307,lung infection,1,1.0,0.0,1.0,0.0
4308,fall/seizure,1,1.0,0.0,1.0,0.0
4309,lbp/needs mri,1,1.0,0.0,1.0,0.0
4310,dilodged pigtail catheter,1,1.0,0.0,1.0,0.0
4311,ich bleed,1,1.0,0.0,1.0,0.0
4312,general fatigue,1,1.0,0.0,1.0,0.0
4313,splenic infarcts,1,1.0,0.0,1.0,0.0
4314,black tarry stool,1,1.0,0.0,1.0,0.0
4315,s/p unable to speak,1,1.0,0.0,1.0,0.0
4316,mono,1,1.0,0.0,1.0,0.0
4317,dyspahgia,1,1.0,0.0,1.0,0.0
4318,feels aggressive,1,1.0,0.0,1.0,0.0
4319,___/ ? etoh withdrawel,1,1.0,0.0,1.0,0.0
4320,r/o  pneumonia,1,1.0,0.0,1.0,0.0
4321,"hypotension,high blood sugar",1,1.0,0.0,1.0,0.0
4322,halluncinations,1,1.0,0.0,1.0,0.0
4323,resp.distress,1,1.0,0.0,1.0,0.0
4324,erratic hr,1,1.0,0.0,1.0,0.0
4325,elvated troponin,1,1.0,0.0,1.0,0.0
4326,feeling of panic,1,1.0,0.0,1.0,0.0
4327,conjunctivits,1,1.0,0.0,1.0,0.0
4328,abd pain/dizzy,1,1.0,0.0,1.0,0.0
4329,prolapsed rectum,1,1.0,0.0,1.0,0.0
4330,bleeding from fistula,1,1.0,0.0,1.0,0.0
4331,unwitnessed syncope-transfer,1,1.0,0.0,1.0,0.0
4332,left shoulder pain/fracture,1,1.0,0.0,1.0,0.0
4333,h/a abnormal labs,1,1.0,0.0,1.0,0.0
4334,orbital abcess,1,1.0,0.0,1.0,0.0
4335,bilat leg edema/redness,1,1.0,0.0,1.0,0.0
4336,left open ankle fx,1,1.0,0.0,1.0,0.0
4337,hemaemesis/abd pain s/p hemicolectomy,1,1.0,0.0,1.0,0.0
4338,b radius fracture,1,1.0,0.0,1.0,0.0
4339,si  auditory hallucinations ,1,1.0,0.0,1.0,0.0
4340,left hand pain,1,1.0,0.0,1.0,0.0
4341,left side hip pain,1,1.0,0.0,1.0,0.0
4342,weakness/weight loss,1,1.0,0.0,1.0,0.0
4343,unsafe behavior,1,1.0,0.0,1.0,0.0
4344,mvc head on,1,1.0,0.0,1.0,0.0
4345,tx sdh jaw fx s/p sz,1,1.0,0.0,1.0,0.0
4346,diabetic foot ulcer,1,1.0,0.0,1.0,0.0
4347,fever/knee pain,1,1.0,0.0,1.0,0.0
4348,headache/vision changes,1,1.0,0.0,1.0,0.0
4349,ruq/flank pain s/p fall,1,1.0,0.0,1.0,0.0
4350,doe/bld in stool,1,1.0,0.0,1.0,0.0
4351,n/v p chemo,1,1.0,0.0,1.0,0.0
4352,slurred speech/left facial droop,1,1.0,0.0,1.0,0.0
4353,?gi bleed,1,1.0,0.0,1.0,0.0
4354,ams/intubated,1,1.0,0.0,1.0,0.0
4355,?braain aneurysm,1,1.0,0.0,1.0,0.0
4356,lt arm weakness,1,1.0,0.0,1.0,0.0
4357,sah/ sdh,1,1.0,0.0,1.0,0.0
4358,right quadrant abdominal pain,1,1.0,0.0,1.0,0.0
4359,n/v/fever/neutropenic,1,1.0,0.0,1.0,0.0
4360,right breast eval,1,1.0,0.0,1.0,0.0
4361,hip/throrasic fx,1,1.0,0.0,1.0,0.0
4362,bilat mandib fx,1,1.0,0.0,1.0,0.0
4363,?bowel obstruction,1,1.0,0.0,1.0,0.0
4364,cvl line eval,1,1.0,0.0,1.0,0.0
4365,s/p mvc neck,1,1.0,0.0,1.0,0.0
4366,anemia/abnormal labs,1,1.0,0.0,1.0,0.0
4367,pna/ l foot ulcerations,1,1.0,0.0,1.0,0.0
4368,s/p endoscopy,1,1.0,0.0,1.0,0.0
4369,r leg deformity,1,1.0,0.0,1.0,0.0
4370,bilateral p.e.,1,1.0,0.0,1.0,0.0
4371,weak and sob/stress,1,1.0,0.0,1.0,0.0
4372,syncope/presyncope/ thumb injury,1,1.0,0.0,1.0,0.0
4373,paranoid/___,1,1.0,0.0,1.0,0.0
4374,bike accident-pneumothorax,1,1.0,0.0,1.0,0.0
4375,to be admitted,1,1.0,0.0,1.0,0.0
4376,holter monitor eval,1,1.0,0.0,1.0,0.0
4377,neph-tube dislodged,1,1.0,0.0,1.0,0.0
4378,diseminated zoster,1,1.0,0.0,1.0,0.0
4379,arterial arm lac,1,1.0,0.0,1.0,0.0
4380,h/a l arm weakness,1,1.0,0.0,1.0,0.0
4381,fall pelvic fx,1,1.0,0.0,1.0,0.0
4382,worsening abcess,1,1.0,0.0,1.0,0.0
4383,foot cold and discolored,1,1.0,0.0,1.0,0.0
4384,vomiting/chills/ili,1,1.0,0.0,1.0,0.0
4385,vomitin blood/seizure,1,1.0,0.0,1.0,0.0
4386,numbness in jaw and arm,1,1.0,0.0,1.0,0.0
4387,mvc high speed rollover,1,1.0,0.0,1.0,0.0
4388,esld,1,1.0,0.0,1.0,0.0
4389,30 weeks preg /abd pain,1,1.0,0.0,1.0,0.0
4390,pseudoaneurysm av fistula,1,1.0,0.0,1.0,0.0
4391,? ear infection,1,1.0,0.0,1.0,0.0
4392,orthostatic/dehydration,1,1.0,0.0,1.0,0.0
4393,exp aphasia resolved,1,1.0,0.0,1.0,0.0
4394,bleeding from dialysis catheter,1,1.0,0.0,1.0,0.0
4395,dyspphagia,1,1.0,0.0,1.0,0.0
4396,new redness,1,1.0,0.0,1.0,0.0
4397,intubated resp distress,1,1.0,0.0,1.0,0.0
4398,left ankle inj,1,1.0,0.0,1.0,0.0
4399,cough/dyspnea,1,1.0,0.0,1.0,0.0
4400,fever low sat,1,1.0,0.0,1.0,0.0
4401,n/v dehaydrated,1,1.0,0.0,1.0,0.0
4402,transfer ercp,1,1.0,0.0,1.0,0.0
4403,hyperglycemic ,1,1.0,0.0,1.0,0.0
4404,free air on ct,1,1.0,0.0,1.0,0.0
4405,left tibial fx,1,1.0,0.0,1.0,0.0
4406,calcaneal fracture,1,1.0,0.0,1.0,0.0
4407,reported hypotension,1,1.0,0.0,1.0,0.0
4408,gib & nstemi,1,1.0,0.0,1.0,0.0
4409,between toe pain,1,1.0,0.0,1.0,0.0
4410,chest pain/ekg changes,1,1.0,0.0,1.0,0.0
4411,weak/chills,1,1.0,0.0,1.0,0.0
4412,l leg and knee pain,1,1.0,0.0,1.0,0.0
4413,? labor/?rom,1,1.0,0.0,1.0,0.0
4414,sob. leg pain,1,1.0,0.0,1.0,0.0
4415,? l hip dislocation,1,1.0,0.0,1.0,0.0
4416,low oxygen sat's,1,1.0,0.0,1.0,0.0
4417,bright red blood from ostomy,1,1.0,0.0,1.0,0.0
4418,t12 fx s/p ped struck,1,1.0,0.0,1.0,0.0
4419,work injury,1,1.0,0.0,1.0,0.0
4420,si/hopelessness,1,1.0,0.0,1.0,0.0
4421,r kidney mass,1,1.0,0.0,1.0,0.0
4422,failed po's,1,1.0,0.0,1.0,0.0
4423,cva?,1,1.0,0.0,1.0,0.0
4424,post op wound bleeding/hematuria,1,1.0,0.0,1.0,0.0
4425,r gangrenous toe,1,1.0,0.0,1.0,0.0
4426,roll over,1,1.0,0.0,1.0,0.0
4427,hemoptysis/aaa,1,1.0,0.0,1.0,0.0
4428,fall transfer,1,1.0,0.0,1.0,0.0
4429,aleterned mental status,1,1.0,0.0,1.0,0.0
4430,peripheral edema,1,1.0,0.0,1.0,0.0
4431,perirectal abscess,1,1.0,0.0,1.0,0.0
4432,ili cp,1,1.0,0.0,1.0,0.0
4433,? fb in throat,1,1.0,0.0,1.0,0.0
4434,fall s/p weakness,1,1.0,0.0,1.0,0.0
4435,c/p weakness,1,1.0,0.0,1.0,0.0
4436,swollow fb,1,1.0,0.0,1.0,0.0
4437,mvc from scene,1,1.0,0.0,1.0,0.0
4438,dyspnea +pe,1,1.0,0.0,1.0,0.0
4439,crani eval,1,1.0,0.0,1.0,0.0
4440,left flank infection,1,1.0,0.0,1.0,0.0
4441,for pacemaker,1,1.0,0.0,1.0,0.0
4442,n/v  anxiety,1,1.0,0.0,1.0,0.0
4443,left shoulder redness,1,1.0,0.0,1.0,0.0
4444,intraparenchymal bleed,1,1.0,0.0,1.0,0.0
4445,nauea,1,1.0,0.0,1.0,0.0
4446,bleeding ileostomy site,1,1.0,0.0,1.0,0.0
4447,elev bili,1,1.0,0.0,1.0,0.0
4448,bilat groin bleeding,1,1.0,0.0,1.0,0.0
4449,vomiting.,1,1.0,0.0,1.0,0.0
4450,r/o encephalopathy,1,1.0,0.0,1.0,0.0
4451,r/o herpes,1,1.0,0.0,1.0,0.0
4452,cp/anemia,1,1.0,0.0,1.0,0.0
4453,brbpr s/p scope,1,1.0,0.0,1.0,0.0
4454,uresponsive,1,1.0,0.0,1.0,0.0
4455,left arm rash,1,1.0,0.0,1.0,0.0
4456,back pain/non traumatic,1,1.0,0.0,1.0,0.0
4457,pain /abd,1,1.0,0.0,1.0,0.0
4458,gt eval,1,1.0,0.0,1.0,0.0
4459,bilateral le cellulitis,1,1.0,0.0,1.0,0.0
4460,chest tube,1,1.0,0.0,1.0,0.0
4461,hypovolemia,1,1.0,0.0,1.0,0.0
4462,"new mass,jaundice",1,1.0,0.0,1.0,0.0
4463,orthostatic/elevated blood sugar,1,1.0,0.0,1.0,0.0
4464,gurgling in chest,1,1.0,0.0,1.0,0.0
4465,worsening lft's,1,1.0,0.0,1.0,0.0
4466,swelling tongue -transf,1,1.0,0.0,1.0,0.0
4467,found in tub,1,1.0,0.0,1.0,0.0
4468,mouth sores/body aches,1,1.0,0.0,1.0,0.0
4469,stoma prolapse,1,1.0,0.0,1.0,0.0
4470,rle lesion,1,1.0,0.0,1.0,0.0
4471,dizzy weak,1,1.0,0.0,1.0,0.0
4472,biliary drain malfunction,1,1.0,0.0,1.0,0.0
4473,s/p fall +head bleed,1,1.0,0.0,1.0,0.0
4474,abd /cp pain n/v,1,1.0,0.0,1.0,0.0
4475,bilat pulm pe's,1,1.0,0.0,1.0,0.0
4476,labs abnormal,1,1.0,0.0,1.0,0.0
4477,r groin pain/fall,1,1.0,0.0,1.0,0.0
4478,laxative abuse,1,1.0,0.0,1.0,0.0
4479,"hyperglycemia ,weakness,sob",1,1.0,0.0,1.0,0.0
4480,sneezing,1,1.0,0.0,1.0,0.0
4481,abd distention/edema,1,1.0,0.0,1.0,0.0
4482,right sided lower abd pain,1,1.0,0.0,1.0,0.0
4483,"left leg pain,irrg hr",1,1.0,0.0,1.0,0.0
4484,positive blood cx,1,1.0,0.0,1.0,0.0
4485,mca ,1,1.0,0.0,1.0,0.0
4486,infection left foot,1,1.0,0.0,1.0,0.0
4487,?hernia,1,1.0,0.0,1.0,0.0
4488,tunnel vision right eye,1,1.0,0.0,1.0,0.0
4489,n/v   ,1,1.0,0.0,1.0,0.0
4490,r foot  swelling  abd pain,1,1.0,0.0,1.0,0.0
4491,epistaxis/chest pain,1,1.0,0.0,1.0,0.0
4492,uncontrolled pain/ social eval,1,1.0,0.0,1.0,0.0
4493,? addisons flare ,1,1.0,0.0,1.0,0.0
4494,r/o sepsis transfer,1,1.0,0.0,1.0,0.0
4495,thrush,1,1.0,0.0,1.0,0.0
4496,transient confusion,1,1.0,0.0,1.0,0.0
4497,cellulitis to right lower extremity,1,1.0,0.0,1.0,0.0
4498,l arm fx,1,1.0,0.0,1.0,0.0
4499,lue weakness/numbness,1,1.0,0.0,1.0,0.0
4500,diabetic concerns,1,1.0,0.0,1.0,0.0
4501,gyn issue,1,1.0,0.0,1.0,0.0
4502,near amputation fingers,1,1.0,0.0,1.0,0.0
4503,near fainting,1,1.0,0.0,1.0,0.0
4504,altered ms/alcohol withdrawal,1,1.0,0.0,1.0,0.0
4505,total body aches,1,1.0,0.0,1.0,0.0
4506,cerebral contusion,1,1.0,0.0,1.0,0.0
4507,arm weakness/confusion,1,1.0,0.0,1.0,0.0
4508,weakness for months,1,1.0,0.0,1.0,0.0
4509,arrest/cpr,1,0.0,1.0,0.0,1.0
4510,l eye problem,1,1.0,0.0,1.0,0.0
4511,fever/weakness/chemo,1,1.0,0.0,1.0,0.0
4512,+ lp,1,1.0,0.0,1.0,0.0
4513,lethargic upon awakening,1,1.0,0.0,1.0,0.0
